isin,nemo,frecuencia,moneda
COL40CB24009,BPEISSA4,PV,COP
COL17CB10QW4,BPEMINHTA4,PV,COP
COL40CB05VC8,BPEISSA4,PV,COP
COL40CB04QJ6,BPEISSA4,PV,COP
COL17CB0YTQ0,BPEMINHTA4,PV,COP
COL40CB09R81,BPEISSA4,PV,COP
COL40CB0AMN3,BPEISSA4,PV,COP
COL17CB17KQ4,BPEMINHTA4,PV,COP
COL40CB09O84,BPEISSA4,PV,COP
COL40CB0B435,BPEISSA4,PV,COP
COL40CB05EI1,BPEISSA4,PV,COP
COL17CB0YWI1,BPEMINHTA4,PV,COP
COL17CB123Q2,BPEMINHTA4,PV,COP
COL40CB06MT9,BPEISSA4,PV,COP
COL17CB13HL0,BPEMINHTA4,PV,COP
COL40CB07F53,BPEISSA4,PV,COP
COL40CB092K3,BPEISSA4,PV,COP
COL17CB16I41,BPEMINHTA4,PV,COP
COL17CB179M3,BPEMINHTA4,PV,COP
COL40CB05Y03,BPEISSA4,PV,COP
COL17CB10W56,BPEMINHTA4,PV,COP
COL40CB0A4C4,BPEISSA4,PV,COP
COL17CB16EY3,BPEMINHTA3,PV,COP
COL40CB0BFA2,BPEISSA4,PV,COP
COL40CB09UZ3,BPEISSA3,PV,COP
COL17CB17VQ1,BPEMINHTA3,PV,COP
COL17CB198Q4,BPEMINHTA4,PV,COP
COL40CB09OY9,BPEISSA4,PV,COP
COL40CB0AZ22,BPEISSA4,PV,COP
COL17CB19GF1,BPEMINHTA4,PV,COP
COL40CB0B5D8,BPEISSA4,PV,COP
COL40CB09MG0,BPEISSA4,PV,COP
COL17CB17I32,BPEMINHTA4,PV,COP
COL17CB11A10,BPEMINHTA3,PV,COP
COL34CB00036,BDCU10792A,SV,COP
COL16CB00116,BDVT10230915,TV,COP
COC04CB00087,BECO01109A10,SV,COP
COC04CB00053,BECO01109A30,SV,COP
COC04CB00079,BECO01109A7,SV,COP
COC04CB00137,BECO1139C15,SV,COP
COC04CB00145,BECO1139C30,SV,COP
COE25CB00120,BEPM05139A20,TV,COP
COE25CB00112,BEPM01109A20,TV,COP
COE25CB00187,BEPM07159A05,TV,COP
COE25CB00203,BEPM07159A12,TV,COP
COE25CB00013,BEPM1089A10,TV,COP
COE25CB00179,BEPM06149A20,TV,COP
COE15CB00097,BISA07049A,SV,COP
COE15CB00121,BISA01139VC1,TV,COP
COE15CB00105,BISA07049B,SV,COP
COE15CB00063,BISA4049VA,SV,COP
COL12CB00040,BMME01149A30,TV,COP
COE24CB00057,BTSE01119A15,TV,COP
COE24CB00040,BTSE104D9A,TV,COP
COV37CB00038,SPAT1097D67,AV,UVR
COV37CB00079,SPAT1097D74,AV,UVR
COV37CB00087,SPAT5097D56,AV,UVR
COB51CD70683,CDTDVI80,MV,COP
COB51CD86853,CDTDVI80,MV,COP
COB51CD72150,CDTDVI80,MV,COP
COB23CD25223,CDTBOC80P,MV,COP
COB23CD25231,CDTBOC80P,MV,COP
COB23CD27146,CDTBOC80P,MV,COP
COB12CD66352,CDTBSC80,MV,COP
COB13CD25943,CDTBGA80,MV,COP
COB13CD28418,CDTBGA80,MV,COP
COB13CD38433,CDTBGA80,MV,COP
COB13CD23211,CDTBGA80,MV,COP
COB13CD29002,CDTBGA80,MV,COP
COB13CD26313,CDTBGA80,MV,COP
COB13CD30646,CDTBGA80,MV,COP
COB13CD30786,CDTBGA80,MV,COP
COB01CD96048,CDTBBO80,MV,COP
COB01CD99844,CDTBBO80,MV,COP
COB01CD008O8,CDTBBO80,MV,COP
COB01CD009I8,CDTBBO80,MV,COP
COB01CD000E6,CDTBBO80,MV,COP
COB01CD98366,CDTBBO80,MV,COP
COB01CD001U0,CDTBBO80,MV,COP
COB56CD05N31,CDTFAL80,MV,COP
COJ12CD0OK30,CDTCFC80,MV,COP
COL06CD08371,CDTFDT80,MV,COP
COJ49CD83956,CDTLGC80,MV,COP
COJ49CD73932,CDTLGC80,MV,COP
COB63CD01XE8,CDTFANS0V,PV,COP
COB07CD03652,CDTBCBS0V,TV,COP
COB07CD98926,CDTBCBS0V,PV,COP
COB07CD90709,CDTBCBS0V,TV,COP
COB07CD90758,CDTBCBS0V,TV,COP
COB07CD28907,CDTBCBS0V,TV,COP
COB07CD03702,CDTBCBS0V,TV,COP
COB07CD95476,CDTBCBS0V,TV,COP
COB07CD76534,CDTBCBS0V,TV,COP
COB07CD42585,CDTBCBS0V,TV,COP
COB07CD46289,CDTBCBS0V,TV,COP
COB01CD01ZI4,CDTBBOS0V,PV,COP
COB06CD0D8L1,CDTBSAS0V,TV,COP
COB06CD07614,CDTBSAS0V,AV,COP
COB51CD03320,CDTDVIS0V,TV,COP
COB51CD82928,CDTDVIS0V,TV,COP
COB64CD015T6,CDTIVCS0V,PV,COP
COB64CD00Q90,CDTIVCS0V,PV,COP
COB64CD014O0,CDTIVCS0V,PV,COP
COB59CD08892,CDTMIAS0VD,PV,COP
COB59CD08736,CDTMIAS0VD,PV,COP
COB59CD07092,CDTMIAS0VD,PV,COP
COB59CD07118,CDTMIAS0VD,PV,COP
COB58CD58972,CDTBPCS0V,PV,COP
COB13CD29184,CDTBGAS0V,TV,COP
COB13CD30844,CDTBGAS0V,TV,COP
COJ49CD00BU4,CDTLGCS0V,PV,COP
COB12CD00385,CDTBSCS5V,TV,COP
COB12CD00351,CDTBSCS5V,TV,COP
COJ26CD32423,CDTGMAS5V,PV,COP
COJ0YCD00038,CDTITAS5V,PV,COP
COB07CD004F9,CDTBCB90DP,TV,COP
COB07CD44011,CDTBCB90DP,TV,COP
COB07CD004U8,CDTBCB90DP,TV,COP
COB07CD83639,CDTBCB90DP,TV,COP
COB07CD45984,CDTBCB90V,TV,COP
COB07CD75189,CDTBCB90DP,TV,COP
COB07CD78118,CDTBCB90DP,TV,COP
COB07CD42882,CDTBCB90DP,TV,COP
COB07CD009Q5,CDTBCB90DP,TV,COP
COB07CD00A15,CDTBCB90DP,TV,COP
COB09CD15496,CDTCBC90,TV,COP
COB23CD16073,CDTBOC90P,TV,COP
COB23CD15596,CDTBOC90P,TV,COP
COB23CD15778,CDTBOC90P,TV,COP
COB23CD15422,CDTBOC90P,TV,COP
COB23CD15463,CDTBOC90P,TV,COP
COB64CD63210,CDTIVC90,TV,COP
COB02CD08983,CDTBPO90,TV,COP
COB02CD10781,CDTBPO90,TV,COP
COB02CD10815,CDTBPO90,TV,COP
COB02CD09072,CDTBPO90,TV,COP
COB02CD09114,CDTBPO90,TV,COP
COB01CD54583,CDTBBO90,TV,COP
COB01CD55226,CDTBBO90,TV,COP
COB01CD00R12,CDTBBO90,TV,COP
COB56CD72266,CDTFAL90,TV,COP
COJ12CD0OWW0,CDTCFC90,TV,COP
COJ12CD0NLX3,CDTCFC90,TV,COP
COJ12CD0NRU6,CDTCFC90,TV,COP
COJ12CD0P571,CDTCFC90,TV,COP
COL06CD05492,CDTFDT90P,TV,COP
COL06CD04636,CDTFDT90P,TV,COP
COL06CD03570,CDTFDT90P,TV,COP
COJ49CD00MX5,CDTLGC90,TV,COP
COJ46CD08V58,CDTLSV90P,TV,COP
COJ46CD06PP7,CDTLSV90P,TV,COP
COB51CD75740,CDTDVI95,TV,COP
COB51CD77902,CDTDVI95,TV,COP
COB51CD78066,CDTDVI95,TV,COP
COB51CD78231,CDTDVI95V,TV,COP
COB51CD76599,CDTDVI95,TV,COP
COB51CD76581,CDTDVI95,TV,COP
COB51CD49984,CDTDVI95V,TV,COP
COB51CD77522,CDTDVI95,TV,COP
COB02CD07803,CDTBPO95,TV,COP
COB02CD07761,CDTBPO95,TV,COP
COB02CD07779,CDTBPO95,TV,COP
COB12CD72244,CDTBSC95V,TV,COP
COB12CD72392,CDTBSC95V,TV,COP
COB12CD49119,CDTBSC95V,TV,COP
COB12CD25986,CDTBSC95V,TV,COP
COB13CD16215,CDTBGA95V,TV,COP
COB13CD36585,CDTBGA95V,TV,COP
COB13CD38441,CDTBGA95V,TV,COP
COB13CD14483,CDTBGA95V,TV,COP
COB13CD14509,CDTBGA95V,TV,COP
COB13CD14517,CDTBGA95V,TV,COP
COB13CD38730,CDTBGA95V,TV,COP
COB13CD37260,CDTBGA95V,TV,COP
COB13CD33533,CDTBGA95V,TV,COP
COB13CD33632,CDTBGA95V,TV,COP
COB13CD33640,CDTBGA95V,TV,COP
COB13CD09137,CDTBGA95V,TV,COP
COB13CD38961,CDTBGA95V,TV,COP
COB13CD33723,CDTBGA95V,TV,COP
COB13CD33715,CDTBGA95V,TV,COP
COB13CD23468,CDTBGA95V,TV,COP
COB13CD34010,CDTBGA95V,TV,COP
COB13CD23534,CDTBGA95V,TV,COP
US2332036118,US2332036118,NAp,USD
US2332033719,US2332033719,NAp,USD
US2332038270,US2332038270,NAp,USD
US2332038197,US2332038197,NAp,USD
IE00B0HCGS80,IE00B0HCGS80,NAp,USD
FED5 FCP BLACKSTONECPTLPARTNER,FED5 FCP BLACKSTONECPTLPARTNER,NAp,USD
FED5 FCP CARLYLEASIAPARTNERIII,FED5 FCP CARLYLEASIAPARTNERIII,NAp,USD
FED5 FCP DOVER STREET VIII LLC,FED5 FCP DOVER STREET VIII LLC,NAp,USD
FED5 FCP HARBOURVEST GLOBAL,FED5 FCP HARBOURVEST GLOBAL,NAp,USD
FED5 FCP KKR INVESTORS,FED5 FCP KKR INVESTORS,NAp,USD
FED5 FCP LEXINGTON CAP P VIII,FED5 FCP LEXINGTON CAP P VIII,NAp,USD
FED5 FCP MORGANSTANLEYCREDIT,FED5 FCP MORGANSTANLEYCREDIT,NAp,USD
FED5 FCP MS INFRASTRUC,FED5 FCP MS INFRASTRUC,NAp,USD
FED5 FCP MS PMF V,FED5 FCP MS PMF V,NAp,USD
FED5 FCP NB CROSSROADS 2010 FU,FED5 FCP NB CROSSROADS 2010 FU,NAp,USD
FED5 FCP PARTNERS GROUPDIR INV,FED5 FCP PARTNERS GROUPDIR INV,NAp,USD
FED5 FCP PINEBRIDGE C OPP P-II,FED5 FCP PINEBRIDGE C OPP P-II,NAp,USD
FED5 FCP PINEBRIDGE SEC P- III,FED5 FCP PINEBRIDGE SEC P- III,NAp,USD
FED5 FCP POMONA,FED5 FCP POMONA,NAp,USD
FED5 FCP POMONA VIII CO INVEST,FED5 FCP POMONA VIII CO INVEST,NAp,USD
FED5 FCP POMONA VIII LP,FED5 FCP POMONA VIII LP,NAp,USD
FED5 FCP QUILVEST,FED5 FCP QUILVEST,NAp,USD
FED5 FCP RIVERSTONE,FED5 FCP RIVERSTONE,NAp,USD
FEE5 FCP CARLYLE EUROPE P. IV,FEE5 FCP CARLYLE EUROPE P. IV,NAp,EUR
FEP5 CCA ALIANZA FIDUCIARIA,FEP5 CCA ALIANZA FIDUCIARIA,NAp,COP
FEP5 CCA ALIANZA VALORES,FEP5 CCA ALIANZA VALORES,NAp,COP
FEP5 CCA ALTA LDEZ COLSEGUROS,FEP5 CCA ALTA LDEZ COLSEGUROS,NAp,COP
FEP5 CCA BBVA FAM,FEP5 CCA BBVA FAM,NAp,COP
FEP5 CCA EFECTIVO F PREVISORA,FEP5 CCA EFECTIVO F PREVISORA,NAp,COP
FEP5 CCA F CENTRAL,FEP5 CCA F CENTRAL,NAp,COP
FEP5 CCA FIDUCUENTA BANCOL,FEP5 CCA FIDUCUENTA BANCOL,NAp,COP
FEP5 CCA FONVAL CREDICORP,FEP5 CCA FONVAL CREDICORP,NAp,COP
FEP5 CCA INTERÉS CORREDORES,FEP5 CCA INTERÉS CORREDORES,NAp,COP
FEP5 CCA LIQUIDEZ CASA DE BOLS,FEP5 CCA LIQUIDEZ CASA DE BOLS,NAp,COP
FEP5 CCA MM LIQUIDEZ BYR,FEP5 CCA MM LIQUIDEZ BYR,NAp,COP
FEP5 CCA OCCIRENTA,FEP5 CCA OCCIRENTA,NAp,COP
FEP5 CCA RENDIR COLPATRIA,FEP5 CCA RENDIR COLPATRIA,NAp,COP
FEP5 CCA RENTA ACCIONES,FEP5 CCA RENTA ACCIONES,NAp,COP
FEP5 CCA SUMAR FBOGOTÁ,FEP5 CCA SUMAR FBOGOTÁ,NAp,COP
FEP5 CCA SUPERIOR DAVIVIENDA,FEP5 CCA SUPERIOR DAVIVIENDA,NAp,COP
FEP5 CCA ULTRAVALORES,FEP5 CCA ULTRAVALORES,NAp,COP
FEP5 CCA VALOR PLUS CORFICOL,FEP5 CCA VALOR PLUS CORFICOL,NAp,COP
FEP5 CCA VISTA ACCIVALORES,FEP5 CCA VISTA ACCIVALORES,NAp,COP
CORJ8PA00013,HCOLSEL,NAp,COP
CORB6PA00015,CORB6PA00015,NAp,COP
FEP5 CCC I OLD MUTUAL CII CPA1,FEP5 CCC I OLD MUTUAL CII CPA1,NAp,COP
FEP5 CCC INMB PREMIUM ALIANZA,FEP5 CCC INMB PREMIUM ALIANZA,NAp,COP
COR42PT00014,COR42PT00014,NAp,COP
CORL3PT00010,CORL3PT00010,NAp,COP
COR9OPT00012,COR9OPT00012,NAp,COP
COR23PT00030,COR23PT00030,NAp,COP
COR23PT00048,COR23PT00048,NAp,COP
COR23PT00055,COR23PT00055,NAp,COP
COR23PT00022,COR23PT00022,NAp,COP
COR23PT00063,COR23PT00063,NAp,COP
COR23PT00071,COR23PT00071,NAp,COP
COR23PT00089,COR23PT00089,NAp,COP
COR23PT00097,COR23PT00097,NAp,COP
COR23PT00105,COR23PT00105,NAp,COP
COR23PT00113,COR23PT00113,NAp,COP
COR23PT00121,COR23PT00121,NAp,COP
COR23PT00139,COR23PT00139,NAp,COP
COR23PT00147,COR23PT00147,NAp,COP
COR23PT00154,COR23PT00154,NAp,COP
COR23PT00162,COR23PT00162,NAp,COP
COR23PT00170,COR23PT00170,NAp,COP
COR23PT00188,COR23PT00188,NAp,COP
COR23PT00196,COR23PT00196,NAp,COP
CORH7PT00017,CORH7PT00017,NAp,COP
CORH7PT00025,CORH7PT00025,NAp,COP
CORH7PT00033,CORH7PT00033,NAp,COP
CORH7PT00041,CORH7PT00041,NAp,COP
CORH7PT00058,CORH7PT00058,NAp,COP
CORH7PT00066,CORH7PT00066,NAp,COP
CORH7PT00074,CORH7PT00074,NAp,COP
CORH7PT00082,CORH7PT00082,NAp,COP
CORH7PT00090,CORH7PT00090,NAp,COP
CORH7PT00108,CORH7PT00108,NAp,COP
CORH7PT00116,CORH7PT00116,NAp,COP
CORH7PT00124,CORH7PT00124,NAp,COP
CORH7PT00132,CORH7PT00132,NAp,COP
CORK9PT00026,CORK9PT00026,NAp,COP
CORK9PT00067,CORK9PT00067,NAp,COP
CORK9PT00042,CORK9PT00042,NAp,COP
CORK9PT00059,CORK9PT00059,NAp,COP
CORE4PT00017,CORE4PT00017,NAp,COP
CORE4PT00025,CORE4PT00025,NAp,COP
CORE4PT00033,CORE4PT00033,NAp,COP
CORE4PT00058,CORE4PT00058,NAp,COP
CORE4PT00074,CORE4PT00074,NAp,COP
CORE4PT00082,CORE4PT00082,NAp,COP
CORE4PT00090,CORE4PT00090,NAp,COP
CORE4PT00108,CORE4PT00108,NAp,COP
CORE4PT00116,CORE4PT00116,NAp,COP
CORE4PT00124,CORE4PT00124,NAp,COP
CORE4PT00132,CORE4PT00132,NAp,COP
CORE4PT00140,CORE4PT00140,NAp,COP
CORE4PT00157,CORE4PT00157,NAp,COP
CORE4PT00165,CORE4PT00165,NAp,COP
CORE4PT00173,CORE4PT00173,NAp,COP
CORL8PT00019,CORL8PT00019,NAp,COP
COPENDIENT,COPENDIENT,NAp,COP
CORG4PT00015,CORG4PT00015,NAp,COP
COR4IPT00049,COR4IPT00049,NAp,COP
COR4IPT00064,COR4IPT00064,NAp,COP
COR4IPT00072,COR4IPT00072,NAp,COP
COR4IPT00098,COR4IPT00098,NAp,COP
COR4IPT00106,COR4IPT00106,NAp,COP
COR4IPT00122,COR4IPT00122,NAp,COP
COR4IPT00031,COR4IPT00031,NAp,COP
COR4IPT00130,COR4IPT00130,Nap,COP
COR9NPT00014,COR9NPT00014,NAp,COP
COR97PT00026,COR97PT00026,NAp,COP
COR4LPT00019,COR4LPT00019,NAp,COP
COR9BPT00068,COR9BPT00068,NAp,COP
COR9BPT00076,COR9BPT00076,NAp,COP
COR9BPT00084,COR9BPT00084,NAp,COP
COR9BPT00092,COR9BPT00092,NAp,COP
COR9BPT00100,COR9BPT00100,NAp,COP
COR9BPT00126,COR9BPT00126,NAp,COP
COR9BPT00134,COR9BPT00134,NAp,COP
COR9BPT00142,COR9BPT00142,NAp,COP
COR9BPT00167,COR9BPT00167,NAp,COP
COR9BPT00175,COR9BPT00175,NAp,COP
COR9BPT00183,COR9BPT00183,NAp,COP
COR9BPT00191,COR9BPT00191,NAp,COP
COR9BPT00209,COR9BPT00209,NAp,COP
COR9BPT00217,COR9BPT00217,NAp,COP
COR9BPT00225,COR9BPT00225,NAp,COP
COR9BPT00233,COR9BPT00233,NAp,COP
COR9BPT00241,COR9BPT00241,NAp,COP
COR9BPT00258,COR9BPT00258,NAp,COP
COR9BPT00266,COR9BPT00266,NAp,COP
COR9BPT00274,COR9BPT00274,NAp,COP
COR9BPT00050,COR9BPT00050,NAp,COP
COR9BPT00282,COR9BPT00282,NAp,COP
COR9BPT00290,COR9BPT00290,NAp,COP
COR9BPT00308,COR9BPT00308,NAp,COP
COR9BPT00316,COR9BPT00316,NAp,COP
COR9BPT00324,COR9BPT00324,NAp,COP
COR9BPT00332,COR9BPT00332,NAp,COP
COR9BPT00340,COR9BPT00340,NAp,COP
COR9BPT00357,COR9BPT00357,NAp,COP
CORM3PT00027,CORM3PT00027,NAp,COP
CORM3PT00035,CORM3PT00035,NAp,COP
CORM3PT00043,CORM3PT00043,NAp,COP
COR28PT00021,COR28PT00021,NAp,COP
COR9FPT00010,COR9FPT00010,NAp,COP
FEP5 FCP INMOB ULTRABURSATILES,FEP5 FCP INMOB ULTRABURSATILES,NAp,COP
CORA5PT00018,CORA5PT00018,NAp,COP
CORA5PT00026,CORA5PT00026,NAp,COP
CORA5PT00042,CORA5PT00042,NAp,COP
CORA5PT00067,CORA5PT00067,NAp,COP
CORA5PT00075,CORA5PT00075,NAp,COP
CORA5PT00083,CORA5PT00083,NAp,COP
CORA5PT00133,CORA5PT00133,NAp,COP
CORA5PT00141,CORA5PT00141,NAp,COP
CORA5PT00182,CORA5PT00182,NAp,COP
CORA5PT00190,CORA5PT00190,NAp,COP
CORA5PT00208,CORA5PT00208,NAp,COP
CORA5PT00216,CORA5PT00216,NAp,COP
CORH6PT00019,CORH6PT00019,NAp,COP
CORH6PT00027,CORH6PT00027,NAp,COP
CORH6PT00035,CORH6PT00035,NAp,COP
CORH6PT00043,CORH6PT00043,NAp,COP
CORH6PT00050,CORH6PT00050,NAp,COP
CORH6PT00068,CORH6PT00068,NAp,COP
COR39PT00051,COR39PT00051,NAp,COP
COR39PT00069,COR39PT00069,NAp,COP
COR39PT00077,COR39PT00077,NAp,COP
COR39PT00085,COR39PT00085,NAp,COP
COR39PT00093,COR39PT00093,NAp,COP
COR39PT00101,COR39PT00101,NAp,COP
COR39PT00119,COR39PT00119,NAp,COP
COR39PT00127,COR39PT00127,NAp,COP
COR39PT00135,COR39PT00135,NAp,COP
COR39PT00143,COR39PT00143,NAp,COP
COR39PT00150,COR39PT00150,NAp,COP
COR39PT00168,COR39PT00168,NAp,COP
COR39PT00176,COR39PT00176,NAp,COP
COR39PT00184,COR39PT00184,NAp,COP
COR39PT00192,COR39PT00192,NAp,COP
COR39PT00200,COR39PT00200,NAp,COP
COR39PT00218,COR39PT00218,NAp,COP
COR39PT00226,COR39PT00226,NAp,COP
COR39PT00234,COR39PT00234,NAp,COP
COR39PT00242,COR39PT00242,NAp,COP
COR39PT00259,COR39PT00259,NAp,COP
COR39PT00267,COR39PT00267,NAp,COP
COR39PT00275,COR39PT00275,NAp,COP
COR39PT00283,COR39PT00283,NAp,COP
COR39PT00291,COR39PT00291,NAp,COP
COR39PT00309,COR39PT00309,NAp,COP
COR39PT00044,COR39PT00044,NAp,COP
CORG6PT00044,CORG6PT00044,NAp,COP
CORG6PT00051,CORG6PT00051,NAp,COP
CORG6PT00069,CORG6PT00069,NAp,COP
CORG6PT00077,CORG6PT00077,NAp,COP
CORG6PT00085,CORG6PT00085,NAp,COP
CORG6PT00093,CORG6PT00093,NAp,COP
CORG6PT00101,CORG6PT00101,NAp,COP
CORG6PT00119,CORG6PT00119,NAp,COP
CORG6PT00036,CORG6PT00036,NAp,COP
CORG6PT00127,CORG6PT00127,NAp,COP
CORG6PT00135,CORG6PT00135,NAp,COP
CORG6PT00143,CORG6PT00143,NAp,COP
CORG6PT00150,CORG6PT00150,NAp,COP
CORG6PT00168,CORG6PT00168,NAp,COP
CORG6PT00176,CORG6PT00176,NAp,COP
CORG6PT00184,CORG6PT00184,NAp,COP
CORG6PT00192,CORG6PT00192,NAp,COP
CORG6PT00200,CORG6PT00200,NAp,COP
CORG6PT00218,CORG6PT00218,NAp,COP
CORG6PT00226,CORG6PT00226,NAp,COP
CORG6PT00234,CORG6PT00234,NAp,COP
CORG6PT00242,CORG6PT00242,NAp,COP
CORG6PT00259,CORG6PT00259,NAp,COP
CORG6PT00267,CORG6PT00267,NAp,COP
CORG6PT00275,CORG6PT00275,NAp,COP
CORN0PT00022,CORN0PT00022,NAp,COP
CORM9PT00016,CORM9PT00016,NAp,COP
CORF3PT00018,CORF3PT00018,NAp,COP
CORF4PT00016,CORF4PT00016,NAp,COP
CORH5PT00029,CORH5PT00029,NAp,COP
CORH5PT00037,CORH5PT00037,NAp,COP
CORH5PT00045,CORH5PT00045,NAp,COP
CORH5PT00052,CORH5PT00052,NAp,COP
CORH5PT00060,CORH5PT00060,NAp,COP
CORH5PT00011,CORH5PT00011,NAp,COP
CORH5PT00078,CORH5PT00078,NAp,COP
CORH5PT00086,CORH5PT00086,NAp,COP
CORI5PT00010,CORI5PT00010,NAp,COP
CORI5PT00028,CORI5PT00028,NAp,COP
CORI5PT00036,CORI5PT00036,NAp,COP
CORI5PT00044,CORI5PT00044,NAp,COP
CORI5PT00051,CORI5PT00051,NAp,COP
CORI5PT00069,CORI5PT00069,NAp,COP
CORI5PT00077,CORI5PT00077,NAp,COP
CORI5PT00085,CORI5PT00085,NAp,COP
CORI5PT00093,CORI5PT00093,NAp,COP
COR90PT00542,COR90PT00542,NAp,COP
COR90PT00625,COR90PT00625,NAp,COP
COR90PT00633,COR90PT00633,NAp,COP
COR90PT00658,COR90PT00658,NAp,COP
COR90PT00666,COR90PT00666,NAp,COP
COR90PT00674,COR90PT00674,NAp,COP
COR90PT00641,COR90PT00641,NAp,COP
COR90PT00617,COR90PT00617,NAp,COP
COR90PT00690,COR90PT00690,NAp,COP
COR90PT00716,COR90PT00716,NAp,COP
COR90PT00724,COR90PT00724,NAp,COP
COR90PT00732,COR90PT00732,NAp,COP
COR90PT00740,COR90PT00740,NAp,COP
COR90PT00757,COR90PT00757,NAp,COP
COR90PT00765,COR90PT00765,NAp,COP
COR20PT00796,COR20PT00796,NAp,COP
COR20PT00812,COR20PT00812,NAp,COP
COR20PT00820,COR20PT00820,NAp,COP
COR20PT00838,COR20PT00838,NAp,COP
COR20PT00846,COR20PT00846,NAp,COP
COR20PT00853,COR20PT00853,NAp,COP
COR20PT00861,COR20PT00861,NAp,COP
COR20PT00895,COR20PT00895,NAp,COP
COR20PT00903,COR20PT00903,NAp,COP
COR20PT00911,COR20PT00911,NAp,COP
COR20PT00929,COR20PT00929,NAp,COP
COR20PT00937,COR20PT00937,NAp,COP
COR20PT00945,COR20PT00945,NAp,COP
COR20PT00879,COR20PT00879,NAp,COP
COR20PT00804,COR20PT00804,NAp,COP
COR20PT00887,COR20PT00887,NAp,COP
COR20PT00952,COR20PT00952,NAp,COP
COR20PT00960,COR20PT00960,NAp,COP
COR20PT00978,COR20PT00978,NAp,COP
COR20PT00986,COR20PT00986,NAp,COP
COR20PT00994,COR20PT00994,NAp,COP
COR20PT01000,COR20PT01000,NAp,COP
COR20PT01018,COR20PT01018,NAp,COP
COR20PT01026,COR20PT01026,NAp,COP
COR20PT01034,COR20PT01034,NAp,COP
COR20PT01133,COR20PT01133,NAp,COP
COR20PT01141,COR20PT01141,NAp,COP
COR20PT01158,COR20PT01158,NAp,COP
COR20PT01166,COR20PT01166,NAp,COP
FEP5 FCP VR FORESTAL COMP. 8,FEP5 FCP VR FORESTAL COMP. 8,NAp,COP
US81369Y6059,US81369Y6059,NAp,USD
LU0181996454,LU0181996454,NAp,USD
LU0345776172,LU0345776172,NAp,USD
US4642871846,US4642871846,NAp,USD
US4642885135,US4642885135,NAp,USD
US4642872422,US4642872422,NAp,USD
US4642882819,US4642882819,NAp,USD
US4642881829,US4642881829,NAp,USD
US4642864007,US4642864007,NAp,USD
US4642865095,US4642865095,NAp,USD
US46429B6719,US46429B6719,NAp,USD
US4642874659,US4642874659,NAp,USD
US4642865335,US4642865335,NAp,USD
US4642867075,US4642867075,NAp,USD
US4642868065,US4642868065,NAp,USD
US46429B6974,US46429B6974,NAp,USD
US4642866085,US4642866085,NAp,USD
US4642868487,US4642868487,NAp,USD
US4642866655,US4642866655,NAp,USD
US4642873909,US4642873909,NAp,USD
US05528C8322,US05528C8322,NAp,USD
XS0501715667,XS0501715667,SV,BRL
XS0291204989,XS0291204989,AV,COP
XS0384454483,XS0384454483,AV,COP
LU0255980244,LU0255980244,NAp,USD
LU0188802960,LU0188802960,NAp,JPY
LU0188800162,LU0188800162,NAp,EUR
LU0188804743,LU0188804743,NAp,USD
IE0034085260,IE0034085260,NAp,USD
LU0324479020,LU0324479020,NAp,EUR
LU0226954369,LU0226954369,NAp,USD
LU0244355391,LU0244355391,NAp,USD
US78462F1030,US78462F1030,NAp,USD
TDDF0 BANCOLOMBIA PANAMA SA,TDDF0 BANCOLOMBIA PANAMA SA,PV,USD
COL17CT02864,TFIT10040522,AV,COP
COL17CT02906,TFIT03111115,AV,COP
COL17CT03011,TFIT06110919,AV,COP
COL17CT02401,TFIT07150616,AV,COP
COL17CT03342,TFIT16180930,AV,COP
COL17CT02922,TFIT06211118,AV,COP
COL17CT02302,TFIT15240720,AV,COP
COL17CT02385,TFIT16240724,AV,COP
COL17CT02351,TFIT11241018,AV,COP
COL17CT02625,TFIT15260826,AV,COP
COL17CT02914,TFIT16280428,AV,COP
COL17CT02328,TFIT10281015,AV,COP
XS0213272122,XS0213272122,AV,COP
COL17CT03359,TUVT11070525,AV,UVR
COL17CT02104,TUVT08170517,AV,UVR
COL17CT02088,TUVT17230223,AV,UVR
COL17CT02872,TUVT10100321,AV,UVR
COL17CT03003,TUVT06170419,AV,UVR
COL17CT02963,TUVT20250333,AV,UVR
COV33CB00011,STCA1063A,TV,USD
COT80CH01680,INST10220621,MV,COP
COT80CH02035,INST10101224,MV,COP
COT80CH02068,INST10100625,MV,COP
COT80CH01722,INST10210921,MV,COP
COT80CH01888,INST10230822,MV,COP
COT80CH01920,INST10230523,MV,COP
COT80CH01995,INST10160924,MV,COP
COV0OCB00011,SHOM01109A,TV,COP
COV31CB00015,SEAA10692AA,TV,COP
COV31CB00023,SEAA10692BA,TV,COP
COV31CB00031,SEAA10692CA,TV,COP
COV34PT00013,SESTRATEIN,NAp,COP
COJ0WCB00028,BCMI0113MV,MV,UVR
COT08PT00011,TPCADENA75,NAp,COP
COT08PT00136,TPCADENA75,NAp,COP
US9220401007,US9220401007,NAp,USD
US9220428588,US9220428588,NAp,USD
IE0007987708,IE0007987708,NAp,EUR
US9229083632,US9229083632,NAp,USD
LU0278093082,LU0278093082,NAp,USD
COB52PA00017,VILLAS,NAp,COP
COB13PA00019,BBVACOL,NAp,COP
COB02PA00012,POPULAR,NAp,COP
COI04PA00021,PROMIGAS,NAp,COP
COB07CB00298,BBCB02109D7,TV,COP
